0,0
0.000000,-0.000000
0.000000,-0.000000
1.234223,-0.000003
4.033509,-0.000009
6.737214,-0.437115
7.656552,-2.949243
7.648208,-5.764010
7.507037,-8.601884
7.364755,-11.461481
7.219156,-14.386333
7.071891,-17.343791
7.172011,-20.267970
9.696679,-21.548354
12.642097,-21.703673
15.582586,-21.728198
18.523075,-21.752727
21.245872,-21.013675
21.641906,-18.253336
21.641333,-15.410462
21.640761,-12.578490
21.640181,-9.702949
21.639590,-6.772957
21.639006,-3.875631
21.638419,-0.967404
21.637835,1.929921
21.637246,4.849031
21.636660,7.757239
21.636067,10.698133
21.635471,13.649929
21.634872,16.623490
21.634270,19.607953
20.225361,21.954419
17.401787,22.084874
14.566819,21.900444
11.720983,21.715237
8.897508,21.524704
7.178632,19.710714
7.315238,17.223062
7.242900,14.730610
7.170231,12.227285
7.097536,9.723960
7.025142,7.231531
6.952397,4.728208
6.879933,2.235761
6.016976,0.018634
3.661832,0.013849
1.191964,0.246693
-1.301390,0.291858
-3.805621,0.337229
-6.150376,-0.315990
-6.850509,-2.575336
-6.848843,-5.075323
-6.892994,-7.568705
-6.942746,-10.377830
-6.993678,-13.252283
-7.045020,-16.148512
-7.097932,-19.131845
-7.871198,-21.875821
-10.467401,-22.507989
-13.128774,-21.940443
-15.939992,-21.666738
-18.877630,-21.536948
-21.645005,-20.906773
-22.216228,-18.311382
-22.266297,-15.818190
-22.316614,-13.314101
-22.362105,-10.809964
-22.197029,-8.206117
-22.016107,-5.381794
-21.834417,-2.546603
-21.653373,0.277712
-21.475760,3.047698
-21.296153,5.904862
-21.675502,8.735243
-21.368801,11.612389
-21.057289,14.533677
-21.486440,17.302868
-21.918574,19.745494
-20.387930,21.722562
-17.542408,21.729110
-14.711592,21.675910
-11.946103,21.623912
-9.191513,21.572106
-6.609521,20.870853
-6.419088,18.389200
-6.737962,15.742004
-6.727698,13.073503
-6.717509,10.426767
-6.707328,7.780050
-6.697016,5.100647
-6.686621,2.399461
-6.676141,-0.323509
-6.665576,-3.068263
-6.654882,-5.845702
-6.644027,-8.666689
-6.633080,-11.509479
-6.621972,-14.395818
-6.611070,-17.227706
-6.599785,-20.201196
-4.867683,-22.261563
-2.125048,-21.859408
0.769758,-21.766780
3.660599,-21.739233
6.586728,-21.761640
7.987693,-19.614206
7.459461,-17.008341
7.456147,-14.335002
7.467449,-11.633830
7.478751,-8.932658
7.490143,-6.209703
7.501675,-3.454062
7.859165,-0.764582
10.388649,0.146567
13.269660,0.204643
16.188228,0.232849
19.150357,0.261486
21.711434,1.279171
21.891465,4.116111
21.777266,7.053541
21.662588,10.001859
21.548728,12.928396
21.446927,15.920703
21.467529,18.879117
20.414699,21.420407
17.601263,21.633623
14.758534,21.619225
11.915824,21.604836
9.073095,21.590434
6.273952,21.576262
3.431223,21.561858
0.828130,21.548676
-1.666067,21.536034
-4.171145,21.523341
-6.665322,21.510707
