0.675906,-0.736987,0,0.017652
0.736987,0.675906,0,0.020373
0,0,1,0
0,0,0,1
0.853036,-0.521852,0,0.011812
0.521852,0.853036,0,0.021556
0,0,1,0
0,0,0,1
0.954581,-0.297950,0,0.010212
0.297950,0.954581,0,0.022307
0,0,1,0
0,0,0,1
0.999447,-0.033257,0,0.015916
0.033257,0.999447,0,0.024006
0,0,1,0
0,0,0,1
0.983983,0.178263,0,0.122328
-0.178263,0.983983,0,0.007493
0,0,1,0
0,0,0,1
0.985115,0.171895,0,0.709481
-0.171895,0.985115,0,-0.091691
0,0,1,0
0,0,0,1
0.986631,0.162969,0,1.265133
-0.162969,0.986631,0,-0.171399
0,0,1,0
0,0,0,1
0.988114,0.153725,0,1.861550
-0.153725,0.988114,0,-0.263469
0,0,1,0
0,0,0,1
0.989688,0.143240,0,2.473522
-0.143240,0.989688,0,-0.343262
0,0,1,0
0,0,0,1
0.990752,0.135688,0,3.082176
-0.135688,0.990752,0,-0.425149
0,0,1,0
0,0,0,1
0.991626,0.129143,0,3.581193
-0.129143,0.991626,0,-0.483072
0,0,1,0
0,0,0,1
0.992733,0.120335,0,4.190230
-0.120335,0.992733,0,-0.544750
0,0,1,0
0,0,0,1
0.993680,0.112247,0,4.788627
-0.112247,0.993680,0,-0.604665
0,0,1,0
0,0,0,1
0.994123,0.108259,0,5.289439
-0.108259,0.994123,0,-0.671935
0,0,1,0
0,0,0,1
0.994607,0.103717,0,5.878468
-0.103717,0.994607,0,-0.717184
0,0,1,0
0,0,0,1
0.996234,0.086711,0,6.462273
-0.086711,0.996234,0,-0.780192
0,0,1,0
0,0,0,1
0.996556,0.082921,0,7.037748
-0.082921,0.996556,0,-0.814153
0,0,1,0
0,0,0,1
0.997144,0.075522,0,7.599987
-0.075522,0.997144,0,-0.854105
0,0,1,0
0,0,0,1
0.997257,0.074022,0,8.102720
-0.074022,0.997257,0,-0.867379
0,0,1,0
0,0,0,1
0.953514,0.301349,0,8.408466
-0.301349,0.953514,0,-0.889281
0,0,1,0
0,0,0,1
0.867918,0.496708,0,8.410272
-0.496708,0.867918,0,-0.891508
0,0,1,0
0,0,0,1
0.703549,0.710646,0,8.408307
-0.710646,0.703549,0,-0.892589
0,0,1,0
0,0,0,1
0.507616,0.861584,0,8.408991
-0.861584,0.507616,0,-0.890984
0,0,1,0
0,0,0,1
0.240036,0.970764,0,8.412900
-0.970764,0.240036,0,-0.888215
0,0,1,0
0,0,0,1
-0.030150,0.999545,0,8.407584
-0.999545,-0.030150,0,-0.892186
0,0,1,0
0,0,0,1
0.072394,0.997376,0,8.452554
-0.997376,0.072394,0,-1.491328
0,0,1,0
0,0,0,1
0.086928,0.996215,0,8.502065
-0.996215,0.086928,0,-2.074756
0,0,1,0
0,0,0,1
-0.147856,0.989009,0,8.553405
-0.989009,-0.147856,0,-2.475249
0,0,1,0
0,0,0,1
-0.189316,0.981916,0,8.464814
-0.981916,-0.189316,0,-2.971998
0,0,1,0
0,0,0,1
-0.181243,0.983438,0,8.363496
-0.983438,-0.181243,0,-3.580990
0,0,1,0
0,0,0,1
-0.174026,0.984741,0,8.269900
-0.984741,-0.174026,0,-4.083469
0,0,1,0
0,0,0,1
-0.174280,0.984696,0,8.186010
-0.984696,-0.174280,0,-4.677283
0,0,1,0
0,0,0,1
-0.162540,0.986702,0,8.077904
-0.986702,-0.162540,0,-5.298160
0,0,1,0
0,0,0,1
-0.155991,0.987759,0,7.989957
-0.987759,-0.155991,0,-5.896167
0,0,1,0
0,0,0,1
-0.147372,0.989081,0,7.911380
-0.989081,-0.147372,0,-6.465781
0,0,1,0
0,0,0,1
-0.078639,0.996903,0,7.867287
-0.996903,-0.078639,0,-6.974067
0,0,1,0
0,0,0,1
-0.070518,0.997511,0,7.832597
-0.997511,-0.070518,0,-7.568237
0,0,1,0
0,0,0,1
-0.064354,0.997927,0,7.804608
-0.997927,-0.064354,0,-8.178027
0,0,1,0
0,0,0,1
-0.053943,0.998544,0,7.774024
-0.998544,-0.053943,0,-8.682765
0,0,1,0
0,0,0,1
-0.038931,0.999242,0,7.753789
-0.999242,-0.038931,0,-9.291536
0,0,1,0
0,0,0,1
-0.028747,0.999587,0,7.728746
-0.999587,-0.028747,0,-9.888337
0,0,1,0
0,0,0,1
-0.015688,0.999877,0,7.736122
-0.999877,-0.015688,0,-10.485170
0,0,1,0
0,0,0,1
-0.001904,0.999998,0,7.729629
-0.999998,-0.001904,0,-11.070497
0,0,1,0
0,0,0,1
-0.228391,0.973570,0,7.743778
-0.973570,-0.228391,0,-11.452594
0,0,1,0
0,0,0,1
-0.431600,0.902065,0,7.738844
-0.902065,-0.431600,0,-11.450108
0,0,1,0
0,0,0,1
-0.632663,0.774427,0,7.737703
-0.774427,-0.632663,0,-11.447690
0,0,1,0
0,0,0,1
-0.785129,0.619332,0,7.738276
-0.619332,-0.785129,0,-11.455288
0,0,1,0
0,0,0,1
-0.952320,0.305100,0,7.746575
-0.305100,-0.952320,0,-11.455735
0,0,1,0
0,0,0,1
-0.995477,0.094999,0,7.749824
-0.094999,-0.995477,0,-11.439806
0,0,1,0
0,0,0,1
-0.943877,0.330297,0,7.745599
-0.330297,-0.943877,0,-11.438932
0,0,1,0
0,0,0,1
-0.848358,0.529424,0,7.743389
-0.529424,-0.848358,0,-11.437698
0,0,1,0
0,0,0,1
-0.714169,0.699973,0,7.741234
-0.699973,-0.714169,0,-11.433622
0,0,1,0
0,0,0,1
-0.524431,0.851453,0,7.743867
-0.851453,-0.524431,0,-11.431043
0,0,1,0
0,0,0,1
-0.332947,0.942945,0,7.742238
-0.942945,-0.332947,0,-11.438391
0,0,1,0
0,0,0,1
-0.104640,0.994510,0,7.740018
-0.994510,-0.104640,0,-11.441559
0,0,1,0
0,0,0,1
0.138269,0.990395,0,7.740610
-0.990395,0.138269,0,-11.439102
0,0,1,0
0,0,0,1
0.411247,0.911524,0,7.737055
-0.911524,0.411247,0,-11.445534
0,0,1,0
0,0,0,1
0.633238,0.773957,0,7.735851
-0.773957,0.633238,0,-11.439345
0,0,1,0
0,0,0,1
0.800610,0.599186,0,7.736392
-0.599186,0.800610,0,-11.435437
0,0,1,0
0,0,0,1
0.627765,0.778403,0,7.740768
-0.778403,0.627765,0,-11.442883
0,0,1,0
0,0,0,1
0.397905,0.917427,0,7.740635
-0.917427,0.397905,0,-11.447073
0,0,1,0
0,0,0,1
0.147412,0.989075,0,7.740907
-0.989075,0.147412,0,-11.452563
0,0,1,0
0,0,0,1
-0.089650,0.995973,0,7.741372
-0.995973,-0.089650,0,-11.456121
0,0,1,0
0,0,0,1
-0.135546,0.990771,0,7.663000
-0.990771,-0.135546,0,-12.065843
0,0,1,0
0,0,0,1
-0.133788,0.991010,0,7.592862
-0.991010,-0.133788,0,-12.687991
0,0,1,0
0,0,0,1
-0.122465,0.992473,0,7.514964
-0.992473,-0.122465,0,-13.306313
0,0,1,0
0,0,0,1
-0.116060,0.993242,0,7.453765
-0.993242,-0.116060,0,-13.916492
0,0,1,0
0,0,0,1
-0.105600,0.994409,0,7.386289
-0.994409,-0.105600,0,-14.548697
0,0,1,0
0,0,0,1
-0.099735,0.995014,0,7.340883
-0.995014,-0.099735,0,-15.121245
0,0,1,0
0,0,0,1
-0.086459,0.996255,0,7.296640
-0.996255,-0.086459,0,-15.628918
0,0,1,0
0,0,0,1
-0.075675,0.997133,0,7.258049
-0.997133,-0.075675,0,-16.127587
0,0,1,0
0,0,0,1
-0.066749,0.997770,0,7.222168
-0.997770,-0.066749,0,-16.715806
0,0,1,0
0,0,0,1
-0.061233,0.998123,0,7.195326
-0.998123,-0.061233,0,-17.315218
0,0,1,0
0,0,0,1
-0.045056,0.998984,0,7.166093
-0.998984,-0.045056,0,-17.930563
0,0,1,0
0,0,0,1
-0.045146,0.998980,0,7.159939
-0.998980,-0.045146,0,-18.537522
0,0,1,0
0,0,0,1
-0.039028,0.999238,0,7.133345
-0.999238,-0.039028,0,-19.148953
0,0,1,0
0,0,0,1
-0.031363,0.999508,0,7.121466
-0.999508,-0.031363,0,-19.767787
0,0,1,0
0,0,0,1
-0.020632,0.999787,0,7.111428
-0.999787,-0.020632,0,-20.376682
0,0,1,0
0,0,0,1
-0.011464,0.999934,0,7.111311
-0.999934,-0.011464,0,-21.004455
0,0,1,0
0,0,0,1
0.000632,1.000000,0,7.112447
-1.000000,0.000632,0,-21.594433
0,0,1,0
0,0,0,1
0.008589,0.999963,0,7.125905
-0.999963,0.008589,0,-22.215371
0,0,1,0
0,0,0,1
0.019154,0.999817,0,7.149852
-0.999817,0.019154,0,-22.802513
0,0,1,0
0,0,0,1
0.027682,0.999617,0,7.172397
-0.999617,0.027682,0,-23.397831
0,0,1,0
0,0,0,1
-0.230476,0.973078,0,7.173436
-0.973078,-0.230476,0,-23.449455
0,0,1,0
0,0,0,1
-0.526729,0.850033,0,7.180674
-0.850033,-0.526729,0,-23.452582
0,0,1,0
0,0,0,1
-0.694891,0.719115,0,7.177702
-0.719115,-0.694891,0,-23.458063
0,0,1,0
0,0,0,1
-0.837527,0.546396,0,7.176218
-0.546396,-0.837527,0,-23.464354
0,0,1,0
0,0,0,1
-0.934631,0.355620,0,7.177982
-0.355620,-0.934631,0,-23.457836
0,0,1,0
0,0,0,1
-0.994012,0.109270,0,7.178907
-0.109270,-0.994012,0,-23.451789
0,0,1,0
0,0,0,1
-0.980011,-0.198943,0,7.178313
0.198943,-0.980011,0,-23.453415
0,0,1,0
0,0,0,1
-0.915490,-0.402342,0,7.178996
0.402342,-0.915490,0,-23.446567
0,0,1,0
0,0,0,1
-0.723171,-0.690669,0,7.179501
0.690669,-0.723171,0,-23.439485
0,0,1,0
0,0,0,1
-0.535233,-0.844705,0,7.179967
0.844705,-0.535233,0,-23.441513
0,0,1,0
0,0,0,1
-0.306871,-0.951751,0,7.185100
0.951751,-0.306871,0,-23.452468
0,0,1,0
0,0,0,1
-0.072835,-0.997344,0,7.183150
0.997344,-0.072835,0,-23.447598
0,0,1,0
0,0,0,1
0.176838,-0.984240,0,7.181946
0.984240,0.176838,0,-23.427907
0,0,1,0
0,0,0,1
0.475511,-0.879710,0,7.182566
0.879710,0.475511,0,-23.431799
0,0,1,0
0,0,0,1
0.647999,-0.761641,0,7.177566
0.761641,0.647999,0,-23.446268
0,0,1,0
0,0,0,1
0.797678,-0.603083,0,7.175526
0.603083,0.797678,0,-23.437005
0,0,1,0
0,0,0,1
0.908592,-0.417684,0,7.180117
0.417684,0.908592,0,-23.404848
0,0,1,0
0,0,0,1
0.980922,-0.194404,0,7.178737
0.194404,0.980922,0,-23.432526
0,0,1,0
0,0,0,1
0.999312,0.037095,0,7.180791
-0.037095,0.999312,0,-23.455728
0,0,1,0
0,0,0,1
0.961588,0.274498,0,7.168173
-0.274498,0.961588,0,-23.470786
0,0,1,0
0,0,0,1
0.869703,0.493576,0,7.174396
-0.493576,0.869703,0,-23.460399
0,0,1,0
0,0,0,1
0.697771,0.716321,0,7.173492
-0.716321,0.697771,0,-23.456335
0,0,1,0
0,0,0,1
0.426249,0.904606,0,7.174661
-0.904606,0.426249,0,-23.453406
0,0,1,0
0,0,0,1
0.107263,0.994231,0,7.174894
-0.994231,0.107263,0,-23.451896
0,0,1,0
0,0,0,1
-0.040297,0.999188,0,7.154900
-0.999188,-0.040297,0,-23.956293
0,0,1,0
0,0,0,1
-0.035881,0.999356,0,7.144403
-0.999356,-0.035881,0,-24.563152
0,0,1,0
0,0,0,1
-0.028864,0.999583,0,7.130761
-0.999583,-0.028864,0,-25.068623
0,0,1,0
0,0,0,1
-0.025919,0.999664,0,7.126483
-0.999664,-0.025919,0,-25.567906
0,0,1,0
0,0,0,1
-0.021846,0.999761,0,7.116907
-0.999761,-0.021846,0,-26.166352
0,0,1,0
0,0,0,1
-0.016455,0.999865,0,7.118618
-0.999865,-0.016455,0,-26.782574
0,0,1,0
0,0,0,1
-0.012207,0.999925,0,7.124710
-0.999925,-0.012207,0,-27.367047
0,0,1,0
0,0,0,1
0.010221,0.999948,0,7.131666
-0.999948,0.010221,0,-28.011676
0,0,1,0
0,0,0,1
0.019073,0.999818,0,7.138132
-0.999818,0.019073,0,-28.587602
0,0,1,0
0,0,0,1
0.024456,0.999701,0,7.163444
-0.999701,0.024456,0,-29.191315
0,0,1,0
0,0,0,1
0.032809,0.999462,0,7.186086
-0.999462,0.032809,0,-29.766782
0,0,1,0
0,0,0,1
0.047863,0.998854,0,7.219610
-0.998854,0.047863,0,-30.382310
0,0,1,0
0,0,0,1
0.054088,0.998536,0,7.260764
-0.998536,0.054088,0,-30.999723
0,0,1,0
0,0,0,1
0.058123,0.998309,0,7.305420
-0.998309,0.058123,0,-31.612556
0,0,1,0
0,0,0,1
0.065807,0.997832,0,7.343391
-0.997832,0.065807,0,-32.133893
0,0,1,0
0,0,0,1
0.080206,0.996778,0,7.396532
-0.996778,0.080206,0,-32.735549
0,0,1,0
0,0,0,1
0.091441,0.995811,0,7.460684
-0.995811,0.091441,0,-33.331160
0,0,1,0
0,0,0,1
0.102185,0.994765,0,7.527119
-0.994765,0.102185,0,-33.942275
0,0,1,0
0,0,0,1
-0.123819,0.992305,0,7.579179
-0.992305,-0.123819,0,-34.293474
0,0,1,0
0,0,0,1
-0.346533,0.938038,0,7.575370
-0.938038,-0.346533,0,-34.289687
0,0,1,0
0,0,0,1
-0.550218,0.835021,0,7.573724
-0.835021,-0.550218,0,-34.292276
0,0,1,0
0,0,0,1
-0.745732,0.666246,0,7.572097
-0.666246,-0.745732,0,-34.286629
0,0,1,0
0,0,0,1
-0.871384,0.490601,0,7.574000
-0.490601,-0.871384,0,-34.294640
0,0,1,0
0,0,0,1
-0.981388,0.192034,0,7.576194
-0.192034,-0.981388,0,-34.304017
0,0,1,0
0,0,0,1
-0.998201,-0.059959,0,7.444694
0.059959,-0.998201,0,-34.309419
0,0,1,0
0,0,0,1
-0.998182,-0.060266,0,6.846970
0.060266,-0.998182,0,-34.274947
0,0,1,0
0,0,0,1
-0.958905,-0.283729,0,6.747021
0.283729,-0.958905,0,-34.273635
0,0,1,0
0,0,0,1
-0.864933,-0.501886,0,6.747445
0.501886,-0.864933,0,-34.273519
0,0,1,0
0,0,0,1
-0.668611,-0.743612,0,6.749397
0.743612,-0.668611,0,-34.271519
0,0,1,0
0,0,0,1
-0.490694,-0.871332,0,6.750928
0.871332,-0.490694,0,-34.281450
0,0,1,0
0,0,0,1
-0.202031,-0.979379,0,6.746686
0.979379,-0.202031,0,-34.272779
0,0,1,0
0,0,0,1
0.105719,-0.994396,0,6.750882
0.994396,0.105719,0,-34.258365
0,0,1,0
0,0,0,1
0.347882,-0.937538,0,6.748159
0.937538,0.347882,0,-34.265459
0,0,1,0
0,0,0,1
0.545059,-0.838397,0,6.754301
0.838397,0.545059,0,-34.242873
0,0,1,0
0,0,0,1
0.714076,-0.700069,0,6.752274
0.700069,0.714076,0,-34.263243
0,0,1,0
0,0,0,1
0.846417,-0.532521,0,6.755165
0.532521,0.846417,0,-34.259154
0,0,1,0
0,0,0,1
0.941257,-0.337692,0,6.750485
0.337692,0.941257,0,-34.263506
0,0,1,0
0,0,0,1
0.999409,-0.034370,0,6.751235
0.034370,0.999409,0,-34.266730
0,0,1,0
0,0,0,1
0.978335,0.207030,0,6.749982
-0.207030,0.978335,0,-34.270576
0,0,1,0
0,0,0,1
0.863549,0.504266,0,6.751025
-0.504266,0.863549,0,-34.269027
0,0,1,0
0,0,0,1
0.717319,0.696745,0,6.752537
-0.696745,0.717319,0,-34.270551
0,0,1,0
0,0,0,1
0.443715,0.896168,0,6.756344
-0.896168,0.443715,0,-34.265208
0,0,1,0
0,0,0,1
0.141106,0.989995,0,6.756034
-0.989995,0.141106,0,-34.259374
0,0,1,0
0,0,0,1
-0.071562,0.997436,0,6.753193
-0.997436,-0.071562,0,-34.255205
0,0,1,0
0,0,0,1
-0.090143,0.995929,0,6.706256
-0.995929,-0.090143,0,-34.861801
0,0,1,0
0,0,0,1
-0.079151,0.996863,0,6.666177
-0.996863,-0.079151,0,-35.444868
0,0,1,0
0,0,0,1
-0.070061,0.997543,0,6.618702
-0.997543,-0.070061,0,-36.041461
0,0,1,0
0,0,0,1
-0.066653,0.997776,0,6.601102
-0.997776,-0.066653,0,-36.631004
0,0,1,0
0,0,0,1
-0.055829,0.998440,0,6.544527
-0.998440,-0.055829,0,-37.248390
0,0,1,0
0,0,0,1
-0.041002,0.999159,0,6.561430
-0.999159,-0.041002,0,-37.750500
0,0,1,0
0,0,0,1
-0.035505,0.999370,0,6.519344
-0.999370,-0.035505,0,-38.301930
0,0,1,0
0,0,0,1
-0.034345,0.999410,0,6.517887
-0.999410,-0.034345,0,-38.889628
0,0,1,0
0,0,0,1
-0.025752,0.999668,0,6.523533
-0.999668,-0.025752,0,-39.494920
0,0,1,0
0,0,0,1
-0.025272,0.999681,0,6.510640
-0.999681,-0.025272,0,-40.107917
0,0,1,0
0,0,0,1
-0.024679,0.999695,0,6.480119
-0.999695,-0.024679,0,-40.722150
0,0,1,0
0,0,0,1
-0.031299,0.999510,0,6.480400
-0.999510,-0.031299,0,-41.310309
0,0,1,0
0,0,0,1
-0.019625,0.999807,0,6.479398
-0.999807,-0.019625,0,-41.912153
0,0,1,0
0,0,0,1
-0.010242,0.999948,0,6.457763
-0.999948,-0.010242,0,-42.474647
0,0,1,0
0,0,0,1
-0.002115,0.999998,0,6.461011
-0.999998,-0.002115,0,-43.084573
0,0,1,0
0,0,0,1
-0.000516,1.000000,0,6.466980
-1.000000,-0.000516,0,-43.692423
0,0,1,0
0,0,0,1
0.008416,0.999965,0,6.475403
-0.999965,0.008416,0,-44.320167
0,0,1,0
0,0,0,1
0.017394,0.999849,0,6.488252
-0.999849,0.017394,0,-44.930142
0,0,1,0
0,0,0,1
0.026615,0.999646,0,6.050352
-0.999646,0.026615,0,-45.216878
0,0,1,0
0,0,0,1
0.025121,0.999684,0,5.673986
-0.999684,0.025121,0,-45.567312
0,0,1,0
0,0,0,1
0.041122,0.999154,0,5.698501
-0.999154,0.041122,0,-46.175004
0,0,1,0
0,0,0,1
0.043965,0.999033,0,5.730325
-0.999033,0.043965,0,-46.752985
0,0,1,0
0,0,0,1
0.049268,0.998786,0,5.761616
-0.998786,0.049268,0,-47.331835
0,0,1,0
0,0,0,1
0.059992,0.998199,0,5.804905
-0.998199,0.059992,0,-47.941411
0,0,1,0
0,0,0,1
0.068959,0.997620,0,5.839506
-0.997620,0.068959,0,-48.442149
0,0,1,0
0,0,0,1
0.077940,0.996958,0,5.903897
-0.996958,0.077940,0,-49.042079
0,0,1,0
0,0,0,1
0.089738,0.995965,0,5.960516
-0.995965,0.089738,0,-49.553702
0,0,1,0
0,0,0,1
0.099916,0.994996,0,6.031331
-0.994996,0.099916,0,-50.168139
0,0,1,0
0,0,0,1
0.113200,0.993572,0,6.085506
-0.993572,0.113200,0,-50.768138
0,0,1,0
0,0,0,1
0.121453,0.992597,0,6.168104
-0.992597,0.121453,0,-51.363935
0,0,1,0
0,0,0,1
0.138126,0.990415,0,6.251151
-0.990415,0.138126,0,-51.957068
0,0,1,0
0,0,0,1
0.144525,0.989501,0,6.345543
-0.989501,0.144525,0,-52.554274
0,0,1,0
0,0,0,1
0.152914,0.988239,0,6.434160
-0.988239,0.152914,0,-53.106294
0,0,1,0
0,0,0,1
0.163145,0.986602,0,6.551784
-0.986602,0.163145,0,-53.705914
0,0,1,0
0,0,0,1
0.169918,0.985458,0,6.649106
-0.985458,0.169918,0,-54.316574
0,0,1,0
0,0,0,1
0.179591,0.983741,0,6.734388
-0.983741,0.179591,0,-54.812945
0,0,1,0
0,0,0,1
0.181729,0.983349,0,6.883709
-0.983349,0.181729,0,-55.403432
0,0,1,0
0,0,0,1
0.173022,0.984918,0,7.002153
-0.984918,0.173022,0,-55.958177
0,0,1,0
0,0,0,1
-0.074873,0.997193,0,7.007458
-0.997193,-0.074873,0,-55.985191
0,0,1,0
0,0,0,1
-0.259196,0.965825,0,6.895891
-0.965825,-0.259196,0,-56.512278
0,0,1,0
0,0,0,1
-0.253267,0.967397,0,6.691630
-0.967397,-0.253267,0,-57.096855
0,0,1,0
0,0,0,1
-0.240538,0.970640,0,6.579410
-0.970640,-0.240538,0,-57.695102
0,0,1,0
0,0,0,1
-0.230614,0.973045,0,6.471264
-0.973045,-0.230614,0,-58.278648
0,0,1,0
0,0,0,1
-0.222035,0.975039,0,6.340374
-0.975039,-0.222035,0,-58.842653
0,0,1,0
0,0,0,1
-0.218830,0.975763,0,6.227770
-0.975763,-0.218830,0,-59.419789
0,0,1,0
0,0,0,1
-0.206958,0.978350,0,6.106652
-0.978350,-0.206958,0,-60.010140
0,0,1,0
0,0,0,1
-0.200279,0.979739,0,5.967950
-0.979739,-0.200279,0,-60.627450
0,0,1,0
0,0,0,1
-0.195788,0.980646,0,5.803245
-0.980646,-0.195788,0,-61.224915
0,0,1,0
0,0,0,1
-0.190499,0.981687,0,5.722319
-0.981687,-0.190499,0,-61.838068
0,0,1,0
0,0,0,1
0.036671,0.999327,0,5.656846
-0.999327,0.036671,0,-62.256878
0,0,1,0
0,0,0,1
0.244644,0.969613,0,5.689223
-0.969613,0.244644,0,-62.405436
0,0,1,0
0,0,0,1
0.258054,0.966131,0,5.842915
-0.966131,0.258054,0,-62.997061
0,0,1,0
0,0,0,1
0.267038,0.963686,0,6.017579
-0.963686,0.267038,0,-63.550177
0,0,1,0
0,0,0,1
0.271188,0.962526,0,6.187279
-0.962526,0.271188,0,-64.133429
0,0,1,0
0,0,0,1
0.279164,0.960243,0,6.354968
-0.960243,0.279164,0,-64.679490
0,0,1,0
0,0,0,1
0.284457,0.958689,0,6.513653
-0.958689,0.284457,0,-65.227199
0,0,1,0
0,0,0,1
0.283443,0.958989,0,7.031336
-0.958989,0.283443,0,-65.380400
0,0,1,0
0,0,0,1
0.501478,0.865171,0,7.086700
-0.865171,0.501478,0,-65.358261
0,0,1,0
0,0,0,1
0.704477,0.709727,0,7.077768
-0.709727,0.704477,0,-65.361492
0,0,1,0
0,0,0,1
0.839747,0.542978,0,7.078481
-0.542978,0.839747,0,-65.359188
0,0,1,0
0,0,0,1
0.965348,0.260966,0,7.081957
-0.260966,0.965348,0,-65.358354
0,0,1,0
0,0,0,1
0.999572,0.029251,0,7.076280
-0.029251,0.999572,0,-65.362557
0,0,1,0
0,0,0,1
0.974851,-0.222859,0,7.077939
0.222859,0.974851,0,-65.364033
0,0,1,0
0,0,0,1
0.907078,-0.420963,0,7.080595
0.420963,0.907078,0,-65.364761
0,0,1,0
0,0,0,1
0.975607,-0.219526,0,7.086419
0.219526,0.975607,0,-65.362417
0,0,1,0
0,0,0,1
0.998456,0.055541,0,7.217799
-0.055541,0.998456,0,-65.364076
0,0,1,0
0,0,0,1
0.998261,0.058945,0,7.837210
-0.058945,0.998261,0,-65.392171
0,0,1,0
0,0,0,1
0.999161,0.040952,0,8.439994
-0.040952,0.999161,0,-65.420152
0,0,1,0
0,0,0,1
0.982023,-0.188760,0,8.735785
0.188760,0.982023,0,-65.426076
0,0,1,0
0,0,0,1
0.896753,-0.442530,0,8.869794
0.442530,0.896753,0,-65.370623
0,0,1,0
0,0,0,1
0.892869,-0.450317,0,9.327086
0.450317,0.892869,0,-65.125212
0,0,1,0
0,0,0,1
0.974962,-0.222369,0,9.546034
0.222369,0.974962,0,-65.011597
0,0,1,0
0,0,0,1
0.996400,0.084781,0,9.543964
-0.084781,0.996400,0,-65.004756
0,0,1,0
0,0,0,1
0.955449,0.295155,0,9.709481
-0.295155,0.955449,0,-65.048416
0,0,1,0
0,0,0,1
0.956034,0.293257,0,10.198720
-0.293257,0.956034,0,-65.186540
0,0,1,0
0,0,0,1
0.958428,0.285334,0,10.697263
-0.285334,0.958428,0,-65.320285
0,0,1,0
0,0,0,1
0.962569,0.271038,0,11.271376
-0.271038,0.962569,0,-65.491719
0,0,1,0
0,0,0,1
0.965212,0.261469,0,11.850744
-0.261469,0.965212,0,-65.638675
0,0,1,0
0,0,0,1
0.970045,0.242924,0,12.421344
-0.242924,0.970045,0,-65.781835
0,0,1,0
0,0,0,1
0.972759,0.231819,0,13.007697
-0.231819,0.972759,0,-65.918141
0,0,1,0
0,0,0,1
0.975744,0.218916,0,13.583584
-0.218916,0.975744,0,-66.043185
0,0,1,0
0,0,0,1
0.976752,0.214371,0,14.180446
-0.214371,0.976752,0,-66.166620
0,0,1,0
0,0,0,1
0.977834,0.209381,0,14.673754
-0.209381,0.977834,0,-66.266325
0,0,1,0
0,0,0,1
0.979775,0.200104,0,15.164817
-0.200104,0.979775,0,-66.359123
0,0,1,0
0,0,0,1
0.999647,-0.026557,0,15.530204
0.026557,0.999647,0,-66.431088
0,0,1,0
0,0,0,1
0.996266,-0.086341,0,16.027975
0.086341,0.996266,0,-66.380661
0,0,1,0
0,0,0,1
0.995315,-0.096684,0,16.628432
0.096684,0.995315,0,-66.332793
0,0,1,0
0,0,0,1
0.994886,-0.101007,0,17.255793
0.101007,0.994886,0,-66.250672
0,0,1,0
0,0,0,1
0.994033,-0.109081,0,17.812544
0.109081,0.994033,0,-66.190901
0,0,1,0
0,0,0,1
0.992222,-0.124482,0,18.442535
0.124482,0.992222,0,-66.105518
0,0,1,0
0,0,0,1
0.990591,-0.136854,0,19.053064
0.136854,0.990591,0,-66.015940
0,0,1,0
0,0,0,1
0.988260,-0.152781,0,19.627429
0.152781,0.988260,0,-65.926905
0,0,1,0
0,0,0,1
0.986756,-0.162213,0,20.214139
0.162213,0.986756,0,-65.826050
0,0,1,0
0,0,0,1
